Nodal displacements, Load comb.: LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
ID	Node	ex	ey	ez	φ x	φ y	φ z	Comb.
BMBPL.1	874	-0.006	0.000	-0.009	-0.000	-0.416	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	889	-0.006	0.000	-0.009	-0.000	-0.416	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	890	-0.006	0.000	-0.009	-0.000	-0.416	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1022	-0.006	-0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1056	-0.006	-0.000	-0.003	-0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	887	-0.006	-0.000	-0.009	0.000	-0.416	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1004	-0.006	-0.000	-0.004	0.001	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	934	-0.006	-0.000	-0.007	0.000	-0.402	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1006	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1062	-0.006	-0.000	-0.003	0.001	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	976	-0.006	-0.000	-0.006	0.004	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1044	-0.006	-0.000	-0.003	0.001	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1014	-0.006	-0.000	-0.004	0.001	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	925	-0.006	-0.000	-0.007	0.000	-0.402	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	907	-0.006	-0.000	-0.007	0.000	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1149	-0.006	-0.000	0.002	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1151	-0.006	-0.000	0.002	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1112	-0.006	-0.000	0.001	-0.000	-0.375	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	935	-0.006	-0.000	-0.007	0.000	-0.402	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	950	-0.006	0.000	-0.006	0.000	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1103	-0.006	-0.000	-0.001	0.001	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	994	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	963	-0.006	0.000	-0.006	0.000	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	957	-0.006	-0.000	-0.006	0.001	-0.390	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	975	-0.006	-0.000	-0.006	0.003	-0.390	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1139	-0.006	-0.000	0.001	-0.000	-0.375	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1016	-0.006	-0.000	-0.004	0.004	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1140	-0.006	-0.000	0.001	-0.000	-0.375	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	933	-0.006	-0.000	-0.007	0.000	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1015	-0.006	-0.000	-0.004	0.002	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	886	-0.006	-0.000	-0.009	0.000	-0.416	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	993	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1187	-0.006	-0.000	0.002	-0.001	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	885	-0.006	-0.000	-0.009	0.000	-0.416	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1107	-0.006	-0.000	-0.001	0.001	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1074	-0.006	0.000	-0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1080	-0.006	0.000	-0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1048	-0.006	0.000	-0.003	0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1040	-0.006	0.000	-0.003	0.000	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1010	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	964	-0.006	0.000	-0.006	0.000	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	942	-0.006	-0.000	-0.007	0.000	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	920	-0.006	0.000	-0.007	-0.000	-0.402	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1090	-0.006	-0.000	-0.001	-0.000	-0.377	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	970	-0.006	-0.000	-0.006	-0.000	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	906	-0.006	-0.000	-0.007	0.000	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1011	-0.006	-0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1161	-0.006	0.000	0.002	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	922	-0.006	-0.000	-0.007	0.001	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	990	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1106	-0.006	0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	971	-0.006	-0.000	-0.006	-0.000	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	948	-0.006	0.000	-0.006	0.000	-0.390	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1032	-0.006	-0.000	-0.003	-0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1119	-0.006	0.000	0.001	0.000	-0.375	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1145	-0.006	0.000	0.001	0.000	-0.375	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1007	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	915	-0.006	-0.000	-0.007	0.000	-0.402	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1033	-0.006	-0.000	-0.003	-0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1069	-0.006	-0.000	-0.001	-0.000	-0.377	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	974	-0.006	-0.000	-0.006	0.000	-0.390	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1159	-0.006	0.000	0.002	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	996	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	949	-0.006	0.000	-0.006	0.000	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	916	-0.006	-0.000	-0.007	0.000	-0.402	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1009	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	951	-0.006	0.000	-0.006	0.000	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	956	-0.006	-0.000	-0.006	0.001	-0.390	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1160	-0.006	0.000	0.002	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	905	-0.006	-0.000	-0.007	0.000	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	959	-0.006	0.000	-0.006	0.000	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1042	-0.006	0.000	-0.003	0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	997	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	927	-0.006	0.000	-0.007	-0.000	-0.402	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1053	-0.006	0.000	-0.003	0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1088	-0.006	0.000	-0.001	0.000	-0.377	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	914	-0.006	-0.000	-0.007	0.000	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1043	-0.006	-0.000	-0.003	-0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	952	-0.006	0.000	-0.006	0.000	-0.391	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	992	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1079	-0.006	0.000	-0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1081	-0.006	0.000	-0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1144	-0.006	0.000	0.001	-0.000	-0.375	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1091	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1075	-0.006	0.000	-0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1087	-0.006	0.000	-0.001	0.000	-0.377	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1031	-0.006	0.000	-0.003	0.000	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1095	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1097	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1057	-0.006	-0.000	-0.003	-0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1096	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1059	-0.006	-0.000	-0.003	-0.000	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1003	-0.006	-0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1102	-0.006	-0.000	-0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1101	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1061	-0.006	-0.000	-0.003	-0.000	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1001	-0.006	-0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1093	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1099	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1012	-0.006	-0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1070	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	896	-0.006	0.000	-0.009	0.005	-0.415	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1065	-0.006	-0.000	-0.003	-0.000	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	986	-0.006	-0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1036	-0.006	-0.000	-0.003	-0.000	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1071	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1100	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1023	-0.006	-0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1038	-0.006	-0.000	-0.003	0.000	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	991	-0.006	-0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1037	-0.006	-0.000	-0.003	-0.000	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	903	-0.006	-0.000	-0.007	0.001	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	930	-0.006	-0.000	-0.007	0.005	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	923	-0.006	-0.000	-0.007	0.003	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1002	-0.006	-0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1024	-0.006	-0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	881	-0.006	0.000	-0.009	0.002	-0.415	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	862	-0.006	0.000	-0.009	0.001	-0.414	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1092	-0.006	-0.000	-0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1055	-0.006	-0.000	-0.003	-0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1034	-0.006	-0.000	-0.003	-0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1168	-0.006	0.000	0.002	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1125	-0.006	0.000	0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	893	-0.006	0.000	-0.009	-0.000	-0.415	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1052	-0.006	0.000	-0.003	0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	995	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1049	-0.006	0.000	-0.003	0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1018	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	872	-0.006	-0.000	-0.009	0.000	-0.416	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	873	-0.006	-0.000	-0.009	0.000	-0.416	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1127	-0.006	0.000	0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	894	-0.006	0.000	-0.009	-0.000	-0.415	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1060	-0.006	-0.000	-0.003	-0.000	-0.378	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1051	-0.006	0.000	-0.003	0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	984	-0.006	0.000	-0.006	-0.000	-0.390	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	977	-0.006	0.000	-0.006	0.000	-0.390	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1089	-0.006	-0.000	-0.001	-0.000	-0.377	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1054	-0.006	-0.000	-0.003	-0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1041	-0.006	0.000	-0.003	0.000	-0.379	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1175	-0.006	-0.000	0.002	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1174	-0.006	0.000	0.002	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1126	-0.006	0.000	0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1082	-0.006	0.000	-0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1025	-0.006	0.000	-0.004	-0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1110	-0.006	-0.000	0.001	-0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	1109	-0.006	0.000	0.001	0.000	-0.376	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	892	-0.006	0.000	-0.009	-0.000	-0.415	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	891	-0.006	0.000	-0.009	-0.000	-0.416	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	943	-0.006	0.000	-0.007	-0.000	-0.401	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	902	-0.006	-0.000	-0.009	-0.000	-0.415	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	898	-0.006	-0.000	-0.009	-0.000	-0.415	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
BMBPL.1	988	-0.006	0.000	-0.004	0.000	-0.383	0.000	1 LC1  B, Bruk-frek, 6.15  Vogyn_Hogyn_Mogyn 
